feature,feature_level,band,node_1,node_2,n_ADHD,n_Control,ADHD_mean_r,Control_mean_r,mean_difference_r,ADHD_median_r,Control_median_r,ADHD_mean_z,Control_mean_z,U_statistic,p_value,cohen_d_z,abs_cohen_d_z,rank_biserial,abs_rank_biserial,p_fdr_all,p_fdr_within_level,p_fdr_within_level_band,significant_uncorrected,significant_fdr_all,significant_fdr_within_level,significant_fdr_within_level_band,direction
Fp2_Fz_delta_connectivity,channel,delta,Fp2,Fz,61,60,-0.008874402365163476,0.01808171533184705,-0.026956117697010527,0.0797579144724606,0.12743154103753856,-0.03481952799583907,0.007676589098803935,1760.0,0.7186285638145724,-0.07946948469130793,0.07946948469130793,-0.03825136612021862,0.03825136612021862,0.8628309787757055,0.8653907352978302,0.9285413956848392,False,False,False,False,Control > ADHD
Fp2_O2_theta_connectivity,channel,theta,Fp2,O2,61,60,-0.1718469637524756,-0.14793060673926922,-0.02391635701320638,-0.2279384492226254,-0.2328481638046106,-0.18209228650643328,-0.15673417277632862,1833.0,0.989659582415759,-0.07916542446910112,0.07916542446910112,0.0016393442622950616,0.0016393442622950616,0.9937774447559078,0.9925618099301747,0.989659582415759,False,False,False,False,Control > ADHD
P8_Pz_delta_connectivity,channel,delta,P8,Pz,61,60,-0.17496557659292866,-0.20326038190964044,0.028294805316711774,-0.1160334123524353,-0.1554141740184583,-0.21644948596436134,-0.2505477845794915,1885.0,0.7775361001912514,0.07841214251408622,0.07841214251408622,0.030054644808743092,0.030054644808743092,0.8907217350292184,0.8908453811236448,0.92978093099793,False,False,False,False,ADHD > Control
F8_T8_delta_connectivity,channel,delta,F8,T8,61,60,0.34380763440811096,0.38702339837851374,-0.043215763970402776,0.3272407065140703,0.35569192983952036,0.45197025167348603,0.4916273450631533,1687.0,0.4600716953640007,-0.07816828563953299,0.07816828563953299,-0.0781420765027322,0.0781420765027322,0.6839669557362147,0.6870939729890316,0.8082825438153,False,False,False,False,Control > ADHD
F4_T8_alpha_connectivity,channel,alpha,F4,T8,61,60,0.12493034173524457,0.10195694400301915,0.022973397732225426,0.0969575363047692,0.05544225014873115,0.13818257189108799,0.11573247358987816,1969.0,0.47276187997480656,0.07815699856844606,0.07815699856844606,0.07595628415300548,0.07595628415300548,0.6928736864408096,0.6954174750597154,0.7365284204563494,False,False,False,False,ADHD > Control
Fp2_T7_beta_connectivity,channel,beta,Fp2,T7,61,60,-0.1859746075033803,-0.17381386486820688,-0.012160742635173416,-0.1953231788893171,-0.18972562253149483,-0.19444519933415746,-0.17991920155478977,1727.0,0.5951649502777634,-0.07788440159314351,0.07788440159314351,-0.05628415300546452,0.05628415300546452,0.7736075834849204,0.773940733821274,0.6608649772564775,False,False,False,False,Control > ADHD
O2_F8_theta_connectivity,channel,theta,O2,F8,61,60,-0.12116082976244627,-0.14104413025321794,0.019883300490771666,-0.184329910311559,-0.2216001591644587,-0.12473384925740448,-0.14722274667361127,2016.0,0.336228736460391,0.07765007112350499,0.07765007112350499,0.10163934426229515,0.10163934426229515,0.5700927522185553,0.5678529771331048,0.6318144388431522,False,False,False,False,ADHD > Control
Fp1_P3_delta_connectivity,channel,delta,Fp1,P3,61,60,-0.06122824020528356,-0.026559798039046335,-0.034668442166237226,-0.1982002366884712,-0.07753679520490109,-0.04395898954657533,-0.0014502397241644863,1780.0,0.7974790392675555,-0.07759979365018252,0.07759979365018252,-0.02732240437158473,0.02732240437158473,0.9007407557405774,0.9001248562029834,0.940475280791393,False,False,False,False,Control > ADHD
F7_F8_beta_connectivity,channel,beta,F7,F8,61,60,-0.11062730634118008,-0.08368507016251901,-0.026942236178661066,-0.1183611227775968,-0.0865750851700097,-0.10526785092014826,-0.08590959451369931,1560.0,0.16238210719877733,-0.07756820916333289,0.07756820916333289,-0.14754098360655743,0.14754098360655743,0.36173737111358395,0.36297176903256106,0.2203757169126264,False,False,False,False,Control > ADHD
F8_Pz_alpha_connectivity,channel,alpha,F8,Pz,61,60,-0.4102969879831518,-0.3959480518838545,-0.014348936099297271,-0.4172988851131494,-0.3936394693630826,-0.44910580787924104,-0.4343034068220951,1731.0,0.6096101080924468,-0.07690735359035657,0.07690735359035657,-0.0540983606557377,0.0540983606557377,0.7839391088080487,0.7837844246902886,0.7837844246902886,False,False,False,False,Control > ADHD
C3_O1_delta_connectivity,channel,delta,C3,O1,61,60,0.2103180994140329,0.18144517313277253,0.02887292628126037,0.2102078826031463,0.20136548353182332,0.2519238147020059,0.2191463671958061,1914.0,0.6651098295108535,0.07674752104717238,0.07674752104717238,0.04590163934426239,0.04590163934426239,0.8316744672985457,0.8316912676150344,0.9285413956848392,False,False,False,False,ADHD > Control
Fp2_O2_alpha_connectivity,channel,alpha,Fp2,O2,61,60,-0.2026456546960456,-0.21623141733026133,0.013585762634215737,-0.191143536532341,-0.25705702902026073,-0.21489809360074363,-0.2349350257219134,1956.0,0.515304893008372,0.0765289530306217,0.0765289530306217,0.06885245901639347,0.06885245901639347,0.7230246948412041,0.7252439234932643,0.7662359713428836,False,False,False,False,ADHD > Control
frontal_occipital_delta_connectivity,regional,delta,frontal,occipital,61,60,-0.7007199436514585,-0.6860896691759052,-0.014630274475553318,-0.7158476539743995,-0.7372759697881079,-0.9040758036361223,-0.8853983814087594,1868.0,0.8458608772555212,-0.07627220562858807,0.07627220562858807,0.02076502732240426,0.02076502732240426,0.9278837502015111,0.9144441916275904,1.0,False,False,False,False,Control > ADHD
Fp2_T8_alpha_connectivity,channel,alpha,Fp2,T8,61,60,0.10903815075217345,0.08862289393255253,0.02041525681962092,0.0964502614330933,0.0463149228927093,0.1202528986719217,0.09809637351671109,1948.0,0.5424400938451263,0.07614761062723661,0.07614761062723661,0.06448087431693983,0.06448087431693983,0.7438004317118776,0.7450382011848722,0.7691659127890856,False,False,False,False,ADHD > Control
F8_P8_theta_connectivity,channel,theta,F8,P8,61,60,0.14023588950941862,0.1205760964381519,0.019659793071266723,0.1145649129555644,0.08587399786372085,0.1592159106126916,0.13565643619849216,1912.0,0.6726593478635974,0.07613417634724563,0.07613417634724563,0.04480874316939887,0.04480874316939887,0.8396644273331803,0.8395967042677018,0.8696816955836456,False,False,False,False,ADHD > Control
O1_T8_alpha_connectivity,channel,alpha,O1,T8,61,60,-0.21462962059040064,-0.20167730704537654,-0.012952313545024102,-0.1955033021831027,-0.1911313719946435,-0.22399363644802883,-0.21120680432278446,1728.0,0.5987615741071486,-0.0743075960062891,0.0743075960062891,-0.05573770491803276,0.05573770491803276,0.7754979958024607,0.7756684028206243,0.7815895356665833,False,False,False,False,Control > ADHD
F4_P4_theta_connectivity,channel,theta,F4,P4,61,60,-0.12639973970169638,-0.14506679294408406,0.018667053242387682,-0.1957409823750698,-0.19609244585954017,-0.13120373095240492,-0.1553992006460964,1946.0,0.5493335195500155,0.07420646671115123,0.07420646671115123,0.06338797814207653,0.06338797814207653,0.7475892258537805,0.7499882781880453,0.7685217687651427,False,False,False,False,ADHD > Control
F3_P8_alpha_connectivity,channel,alpha,F3,P8,61,60,-0.3692607571570553,-0.3774555096535432,0.008194752496487878,-0.3709436515425675,-0.38231087261996044,-0.3994307164079279,-0.4140971625223308,1863.0,0.8662040980698235,0.07386701609145527,0.07386701609145527,0.0180327868852459,0.0180327868852459,0.9318451218462885,0.9315779922637724,0.9143265479625915,False,False,False,False,ADHD > Control
F3_T8_delta_connectivity,channel,delta,F3,T8,61,60,-0.3795670186209491,-0.3865168172040282,0.006949798583079092,-0.3623265429435832,-0.3990663078091038,-0.46006037241859776,-0.4933394789697333,1907.0,0.6916766701717882,0.0738597744657978,0.0738597744657978,0.042076502732240506,0.042076502732240506,0.8487693376345334,0.8493839181283719,0.9285413956848392,False,False,False,False,ADHD > Control
P8_Cz_theta_connectivity,channel,theta,P8,Cz,61,60,-0.16925609028856922,-0.140959223329204,-0.02829686695936523,-0.2474204562587859,-0.22757480628494237,-0.1787696913772146,-0.15427817305775063,1782.0,0.8054941831181234,-0.0732853650986549,0.0732853650986549,-0.02622950819672132,0.02622950819672132,0.9069639013647299,0.9061809560078888,0.9244262101556986,False,False,False,False,Control > ADHD
P3_O2_theta_connectivity,channel,theta,P3,O2,61,60,0.0312515614076206,0.011431771842960146,0.019819789564660455,0.0702365335496426,0.04074003908535395,0.02934889888071508,0.0090758809688705,1849.0,0.9235959105614805,0.0732167114536303,0.0732167114536303,0.01038251366120213,0.01038251366120213,0.9677039641772964,0.9674419645085033,0.9888186569772025,False,False,False,False,ADHD > Control
T8_P7_alpha_connectivity,channel,alpha,T8,P7,61,60,-0.16078964479303712,-0.1481493747136829,-0.012640270079354227,-0.1332290388816295,-0.122235230550194,-0.1709706862943863,-0.15595876887497712,1783.0,0.8095094892094137,-0.07291873865097767,0.07291873865097767,-0.025683060109289668,0.025683060109289668,0.9100696742043719,0.9092027760578636,0.894847492781305,False,False,False,False,Control > ADHD
F7_T8_alpha_connectivity,channel,alpha,F7,T8,61,60,-0.18973809813289497,-0.17506755186798897,-0.014670546264905993,-0.1754031297784716,-0.12951388022568336,-0.20291005377871127,-0.1865349326803395,1690.0,0.469571385515433,-0.07272346006411648,0.07272346006411648,-0.07650273224043713,0.07650273224043713,0.6924026132651191,0.6952095837501215,0.7365284204563494,False,False,False,False,Control > ADHD
P4_P8_beta_connectivity,channel,beta,P4,P8,61,60,0.28041158689293977,0.2907924132431615,-0.01038082635022175,0.2898302891707201,0.2853060291590207,0.2989041401168717,0.3151847267002408,1864.0,0.86212790588116,-0.07249538638318437,0.07249538638318437,0.01857923497267766,0.01857923497267766,0.9318451218462885,0.9315779922637724,0.8880956138896287,False,False,False,False,Control > ADHD
F8_T8_beta_connectivity,channel,beta,F8,T8,61,60,0.2905122085569929,0.28057269701294785,0.009939511544045043,0.2956178785234795,0.24082173440529636,0.3223809881404047,0.3042339170891929,1854.0,0.9030372572191487,0.07227882976232376,0.07227882976232376,0.013114754098360715,0.013114754098360715,0.9558464535477539,0.9546792642007693,0.9246668921226014,False,False,False,False,ADHD > Control
P3_P4_theta_connectivity,channel,theta,P3,P4,61,60,0.07273337827359959,0.04985167304378315,0.02288170522981644,0.1205618887200836,0.06689361677501265,0.07289118849431092,0.05119637080602436,1886.0,0.7735645805144781,0.07179900836329724,0.07179900836329724,0.030601092896174853,0.030601092896174853,0.8903986586525948,0.8907713351378838,0.9230270609717052,False,False,False,False,ADHD > Control
P3_F8_delta_connectivity,channel,delta,P3,F8,61,60,-0.4590760421763208,-0.48078223087541544,0.02170618869909463,-0.4685778504818012,-0.5293223470862443,-0.5646795124027305,-0.5943638786911354,2015.0,0.3388401916536451,0.07118309455954805,0.07118309455954805,0.10109289617486339,0.10109289617486339,0.5731782681243902,0.5708539189435794,0.7428419586252989,False,False,False,False,ADHD > Control
Fp2_P4_delta_connectivity,channel,delta,Fp2,P4,61,60,0.04887557666131069,0.07858652502469496,-0.029710948363384268,-0.0524368995059658,0.0256604381332306,0.0866190600563121,0.12396125460612101,1740.0,0.6426667135096897,-0.07103026888078484,0.07103026888078484,-0.049180327868852514,0.049180327868852514,0.810610976621978,0.8095470203326478,0.9158000667513079,False,False,False,False,Control > ADHD
P4_F8_delta_connectivity,channel,delta,P4,F8,61,60,-0.022393099909702993,0.012813575477608167,-0.03520667538731116,-0.1806556735338695,-0.0302862422391619,0.0002470328824167412,0.03613954028616017,1731.0,0.6096101080924468,-0.07092001608488056,0.07092001608488056,-0.0540983606557377,0.0540983606557377,0.7839391088080487,0.7837844246902886,0.8986493834811069,False,False,False,False,Control > ADHD
C3_Pz_delta_connectivity,channel,delta,C3,Pz,61,60,0.3668851966675032,0.33564715380119436,0.031238042866308824,0.3947177408789331,0.3264038633678923,0.4447785453615197,0.4136274836328745,2027.0,0.30836054695604653,0.0704857968530577,0.0704857968530577,0.10765027322404364,0.10765027322404364,0.5418763009615963,0.538057689076367,0.7323562990206105,False,False,False,False,ADHD > Control
F8_T8_alpha_connectivity,channel,alpha,F8,T8,61,60,0.37805454749323875,0.3665924853280831,0.011462062165155662,0.3464318272403696,0.3621767109562379,0.43846392575736365,0.41640173972696365,1893.0,0.7459351129253677,0.07046587368248237,0.07046587368248237,0.03442622950819674,0.03442622950819674,0.8795716966742121,0.8812083199325588,0.8618574615556615,False,False,False,False,ADHD > Control
C4_P3_alpha_connectivity,channel,alpha,C4,P3,61,60,-0.223397790912788,-0.23666450967925687,0.013266718766468871,-0.220373911852663,-0.25095935188527724,-0.23689537207881883,-0.2513928784749604,1962.0,0.49542606268400324,0.06994941581237427,0.06994941581237427,0.0721311475409836,0.0721311475409836,0.7074723261996417,0.7089360394892431,0.7431390940260049,False,False,False,False,ADHD > Control
F4_P7_beta_connectivity,channel,beta,F4,P7,61,60,-0.33258269011225783,-0.32426464122933535,-0.00831804888292248,-0.3142044382871399,-0.2980940982219874,-0.3525167785605621,-0.3429725339380074,1769.0,0.7537977152876235,-0.06770826970945082,0.06770826970945082,-0.033333333333333326,0.033333333333333326,0.8840875965293854,0.884623897240286,0.8056213082136476,False,False,False,False,Control > ADHD
F8_T7_alpha_connectivity,channel,alpha,F8,T7,61,60,-0.18100350565304954,-0.19394655837813224,0.012943052725082699,-0.1860554276549788,-0.18394977135012508,-0.1920666889808304,-0.20585783384596984,1867.0,0.8499217619077347,0.06500235556475155,0.06500235556475155,0.020218579234972722,0.020218579234972722,0.9281196917363498,0.9286685066212309,0.9140668005422807,False,False,False,False,ADHD > Control
C4_T7_delta_connectivity,channel,delta,C4,T7,61,60,-0.38204164766485693,-0.37447912709845993,-0.007562520566397002,-0.3922254350936914,-0.40843234151534885,-0.4567269039836114,-0.48633922619457903,1845.0,0.9400803323497501,0.06487181445742805,0.06487181445742805,0.008196721311475308,0.008196721311475308,0.9764966436459385,0.977226363719193,0.9802057123890687,False,False,False,False,Control > ADHD
F4_P3_theta_connectivity,channel,theta,F4,P3,61,60,-0.5533611385754305,-0.5347594606915381,-0.01860167788389233,-0.5514282158223559,-0.542276177321021,-0.6415151588383732,-0.6273108107471064,1836.0,0.9772535264862411,-0.06410732829225785,0.06410732829225785,0.003278688524590123,0.003278688524590123,0.9895546198266274,0.9888186569772025,0.9888186569772025,False,False,False,False,Control > ADHD
F4_T8_delta_connectivity,channel,delta,F4,T8,61,60,0.2875121360077518,0.30481438805209726,-0.01730225204434549,0.2285846923333719,0.2615860030069252,0.3622015587398772,0.39300823776220856,1770.0,0.7577386676531782,-0.06336584662144587,0.06336584662144587,-0.032786885245901676,0.032786885245901676,0.8840875965293854,0.884623897240286,0.9285413956848392,False,False,False,False,Control > ADHD
Fp1_T7_theta_connectivity,channel,theta,Fp1,T7,61,60,0.10940807145193901,0.12837357822977388,-0.018965506777834873,0.0685921286725289,0.131204639610609,0.12527580463142995,0.14759070829148704,1782.0,0.8054941831181234,-0.06307242990091284,0.06307242990091284,-0.02622950819672132,0.02622950819672132,0.9069639013647299,0.9061809560078888,0.9244262101556986,False,False,False,False,Control > ADHD
F7_T7_theta_connectivity,channel,theta,F7,T7,61,60,0.366139460016286,0.3350035945035589,0.031135865512727123,0.3364161324832855,0.3416558265952378,0.42842989237794676,0.40332202329750644,1977.0,0.44757441667819176,0.06307050082295537,0.06307050082295537,0.0803278688524589,0.0803278688524589,0.6736878953742428,0.6773028783360246,0.6957747750179163,False,False,False,False,ADHD > Control
Fp1_Pz_delta_connectivity,channel,delta,Fp1,Pz,61,60,-0.08961657138759657,-0.059370515276864225,-0.030246056110732347,-0.2164134197931982,-0.09135647579812556,-0.08249122417123268,-0.05142652554447747,1740.0,0.6426667135096897,-0.061687770259764595,0.061687770259764595,-0.049180327868852514,0.049180327868852514,0.810610976621978,0.8095470203326478,0.9158000667513079,False,False,False,False,Control > ADHD
C3_Fz_theta_connectivity,channel,theta,C3,Fz,61,60,0.23248567127408923,0.21899323287768363,0.013492438396405598,0.2504304638992544,0.20151190663287877,0.2585494738840453,0.2405916687280595,1821.0,0.9648529704336525,0.060312015469654534,0.060312015469654534,-0.004918032786885296,0.004918032786885296,0.9895546198266274,0.9888186569772025,0.9888186569772025,False,False,False,False,ADHD > Control
O2_T7_alpha_connectivity,channel,alpha,O2,T7,61,60,-0.24806239214364328,-0.23357847137862509,-0.014483920765018199,-0.2389908307485695,-0.2280692630396713,-0.26053440138094985,-0.24906682225747853,1711.0,0.5390096262635551,-0.060029933950164975,0.060029933950164975,-0.06502732240437159,0.06502732240437159,0.7419067859597223,0.7433116620247413,0.7691659127890856,False,False,False,False,Control > ADHD
F7_T8_theta_connectivity,channel,theta,F7,T8,61,60,-0.19030933561592261,-0.20100891326728315,0.010699577651360537,-0.1797390825767928,-0.12855203706754234,-0.20787715079435726,-0.2248288746195399,1818.0,0.9524609093954202,0.05970275351150068,0.05970275351150068,-0.006557377049180357,0.006557377049180357,0.9865260349102778,0.9870958515552536,0.9888186569772025,False,False,False,False,ADHD > Control
F3_T7_alpha_connectivity,channel,alpha,F3,T7,61,60,0.14296302457139495,0.15352929708468036,-0.010566272513285402,0.1595139002491181,0.1874898285105491,0.15458253784127576,0.17221604495042245,1830.0,1.0,-0.059530373820022596,0.059530373820022596,0.0,0.0,1.0,1.0,1.0,False,False,False,False,Control > ADHD
F3_O2_delta_connectivity,channel,delta,F3,O2,61,60,-0.5848166650205499,-0.547950909123437,-0.03686575589711283,-0.5761737291077031,-0.5628927584795462,-0.72819138935772,-0.705132702570036,1702.0,0.5086329178568897,-0.059282891410735124,0.059282891410735124,-0.06994535519125689,0.06994535519125689,0.7192387354070081,0.7217944311496111,0.8283450376526489,False,False,False,False,Control > ADHD
F4_T7_alpha_connectivity,channel,alpha,F4,T7,61,60,-0.2535862652103558,-0.24235746683239512,-0.011228798377960703,-0.245263990827731,-0.21877257180988907,-0.26699983710068226,-0.25609385457954503,1730.0,0.605984223722458,-0.058949821530148154,0.058949821530148154,-0.05464480874316935,0.05464480874316935,0.7820545061944021,0.7820626585399268,0.7837844246902886,False,False,False,False,Control > ADHD
C3_Fz_alpha_connectivity,channel,alpha,C3,Fz,61,60,0.10347499177215427,0.08803763290099481,0.015437358871159462,0.0971172601556564,0.12990417567350104,0.11413682710924197,0.09604681071956482,1858.0,0.8866363491539748,0.05871082137509803,0.05871082137509803,0.015300546448087537,0.015300546448087537,0.9426207294970305,0.9417069298467683,0.923122572996975,False,False,False,False,ADHD > Control
P4_O1_theta_connectivity,channel,theta,P4,O1,61,60,0.10236154608249984,0.08745785061172362,0.014903695470776218,0.1416830933151608,0.1577380070617088,0.10522292788695758,0.09022975926908268,1836.0,0.9772535264862411,0.05647142509581076,0.05647142509581076,0.003278688524590123,0.003278688524590123,0.9895546198266274,0.9888186569772025,0.9888186569772025,False,False,False,False,ADHD > Control
F3_O1_alpha_connectivity,channel,alpha,F3,O1,61,60,-0.3467379869237739,-0.33126561435007423,-0.015472372573699655,-0.3688517443655374,-0.3498424251483066,-0.3746065997267687,-0.3622577804711337,1718.0,0.5632486695476002,-0.05467474076927168,0.05467474076927168,-0.061202185792349706,0.061202185792349706,0.750998226063467,0.7524650194737472,0.7691659127890856,False,False,False,False,Control > ADHD
P7_Cz_alpha_connectivity,channel,alpha,P7,Cz,61,60,-0.32301965779504654,-0.3281686223274554,0.005148964532408873,-0.3191812095735118,-0.33791401248029906,-0.3446844999470278,-0.35559503339376436,1938.0,0.57733160440039,0.05394550347956169,0.05394550347956169,0.05901639344262288,0.05901639344262288,0.7585990591395324,0.7594131104035899,0.7700011728333733,False,False,False,False,ADHD > Control
P4_T8_delta_connectivity,channel,delta,P4,T8,61,60,0.2414918542987822,0.21693122821151126,0.024560626087270943,0.2008907062022148,0.17149925721566625,0.3151036621978752,0.2867896857166596,1901.0,0.7147558557217737,0.053846159912747875,0.053846159912747875,0.03879781420765038,0.03879781420765038,0.8596067102035949,0.8622451592834095,0.9285413956848392,False,False,False,False,ADHD > Control
Fp1_P7_alpha_connectivity,channel,alpha,Fp1,P7,61,60,-0.10040315029240159,-0.11254997781867604,0.012146827526274454,-0.1488632661023208,-0.18507873134253722,-0.1033432960932586,-0.11774037382704723,1966.0,0.482404579480182,0.052764827412337886,0.052764827412337886,0.07431693989071042,0.07431693989071042,0.6957388755849637,0.6975998570072822,0.7365284204563494,False,False,False,False,ADHD > Control
P7_Cz_delta_connectivity,channel,delta,P7,Cz,61,60,-0.4211504923104133,-0.4333527043582322,0.012202212047818906,-0.3933636849957043,-0.43694056587390134,-0.5164222098955334,-0.5385106774411452,1942.0,0.5632486695476002,0.05200515684158817,0.05200515684158817,0.061202185792349706,0.061202185792349706,0.750998226063467,0.7524650194737472,0.8653116518877213,False,False,False,False,ADHD > Control
frontal_occipital_beta_connectivity,regional,beta,frontal,occipital,61,60,-0.6558605067019277,-0.649089038615932,-0.006771468085995713,-0.6432265978516332,-0.6603768106087771,-0.8057519548121971,-0.7962264102516562,1845.0,0.9400803323497501,-0.05146791865774091,0.05146791865774091,0.008196721311475308,0.008196721311475308,0.9764966436459385,0.964184956256154,0.9400803323497501,False,False,False,False,Control > ADHD
Fz_Cz_delta_connectivity,channel,delta,Fz,Cz,61,60,-0.2506886189501666,-0.2616629875926454,0.010974368642478805,-0.2405700261769713,-0.2776109236345898,-0.29884671188559736,-0.319199473906164,1888.0,0.765639396441885,0.04972858521160095,0.04972858521160095,0.03169398907103815,0.03169398907103815,0.8840875965293854,0.884623897240286,0.9285413956848392,False,False,False,False,ADHD > Control
parietal_occipital_theta_connectivity,regional,theta,parietal,occipital,61,60,0.6614184712994777,0.6602226355362771,0.0011958357632005923,0.6922558568151429,0.6863218701958,0.8590612663012263,0.8440360262812039,1909.0,0.68404555898179,0.049535970320309375,0.049535970320309375,0.043169398907103806,0.043169398907103806,0.8465794610304546,0.8080371665779792,0.7600506210908777,False,False,False,False,ADHD > Control
Fp2_Pz_theta_connectivity,channel,theta,Fp2,Pz,61,60,-0.562273685971965,-0.5773806181569974,0.01510693218503234,-0.5764327085715447,-0.6154806926586445,-0.6758521088802845,-0.6884166974295293,2012.0,0.34675241479237806,0.04865583480183825,0.04865583480183825,0.09945355191256833,0.09945355191256833,0.5824796944540179,0.5798989039559574,0.6375770207472757,False,False,False,False,ADHD > Control
Fp1_T8_alpha_connectivity,channel,alpha,Fp1,T8,61,60,-0.16972808385954438,-0.15793186609071386,-0.011796217768830525,-0.1434886786983633,-0.1454498965094273,-0.17774271642478598,-0.1675766445912333,1749.0,0.676446577589805,-0.04838576679077388,0.04838576679077388,-0.04426229508196722,0.04426229508196722,0.8414902442869738,0.8412535619480483,0.8342097243348175,False,False,False,False,Control > ADHD
F8_T8_theta_connectivity,channel,theta,F8,T8,61,60,0.394787530598374,0.40698542964386236,-0.012197899045488347,0.410423603164104,0.3903939214590194,0.46325481792426293,0.47986078397793647,1824.0,0.9772535264862411,-0.04829068974639321,0.04829068974639321,-0.003278688524590123,0.003278688524590123,0.9895546198266274,0.9888186569772025,0.9888186569772025,False,False,False,False,Control > ADHD
C3_P8_theta_connectivity,channel,theta,C3,P8,61,60,-0.4843534964312449,-0.47567447161411874,-0.00867902481712618,-0.4915710674946694,-0.48822345766313047,-0.5620990468184744,-0.549285055939818,1795.0,0.8580553818108096,-0.047925312956631855,0.047925312956631855,-0.01912568306010931,0.01912568306010931,0.9318451218462885,0.9315779922637724,0.959003073788552,False,False,False,False,Control > ADHD
C3_Cz_theta_connectivity,channel,theta,C3,Cz,61,60,0.20234378134457795,0.17581563209094264,0.026528149253635308,0.2563642514543285,0.16293045483945634,0.2186905521545878,0.20192619872330125,1915.0,0.6613477066603467,0.047697550292346985,0.047697550292346985,0.04644808743169393,0.04644808743169393,0.8284009336022335,0.8285015226294453,0.8632859377016739,False,False,False,False,ADHD > Control
C4_P8_delta_connectivity,channel,delta,C4,P8,61,60,0.22496623912976693,0.24430701531303786,-0.01934077618327093,0.1823876294132789,0.2166587956348495,0.28966389143565957,0.31333522774300576,1792.0,0.8458608772555212,-0.04742653735090653,0.04742653735090653,-0.020765027322404372,0.020765027322404372,0.9278837502015111,0.9286685066212309,0.9601196045065613,False,False,False,False,Control > ADHD
F3_C4_delta_connectivity,channel,delta,F3,C4,61,60,-0.3368790384270236,-0.3318563151424516,-0.005022723284571984,-0.2642959151619081,-0.2800021974670108,-0.4016074507309871,-0.422012597789125,1837.0,0.9731192486936427,0.04731962514661406,0.04731962514661406,0.0038251366120218844,0.0038251366120218844,0.9895546198266274,0.9888186569772025,0.9830020766420425,False,False,False,False,Control > ADHD
T8_Pz_alpha_connectivity,channel,alpha,T8,Pz,61,60,-0.17459179013803297,-0.1813008518635173,0.006709061725484328,-0.1864275611078829,-0.1759237651427465,-0.1817980089215887,-0.1913370306071419,1825.0,0.9813884154091135,0.047112682785716856,0.047112682785716856,-0.002732240437158473,0.002732240437158473,0.9923536491008353,0.9915357106939935,0.9930024794967953,False,False,False,False,ADHD > Control
C3_P7_theta_connectivity,channel,theta,C3,P7,61,60,-0.0224461103228219,-0.03184905851819839,0.009402948195376494,-0.0330184276828601,-0.018929933680676952,-0.020778662536908677,-0.03393167474891236,1863.0,0.8662040980698235,0.04625381057419466,0.04625381057419466,0.0180327868852459,0.0180327868852459,0.9318451218462885,0.9315779922637724,0.9618240309736352,False,False,False,False,ADHD > Control
C4_O2_delta_connectivity,channel,delta,C4,O2,61,60,0.2722592538137809,0.2473748555729348,0.024884398240846123,0.2184820458362923,0.23880606958149653,0.3257210395005496,0.30669735111901514,1894.0,0.7420136527513328,0.044946553155860644,0.044946553155860644,0.0349726775956285,0.0349726775956285,0.8792436736366038,0.8811412126422078,0.9285413956848392,False,False,False,False,ADHD > Control
Fp1_F7_beta_connectivity,channel,beta,Fp1,F7,61,60,0.44611114174138466,0.44913951436792454,-0.003028372626539877,0.4260444064130462,0.44485993652976463,0.5229441971707522,0.5103912578644867,1882.0,0.7894851917756328,0.043923476676241996,0.043923476676241996,0.02841530054644803,0.02841530054644803,0.8976235749734708,0.897090763390682,0.8385215390908896,False,False,False,False,Control > ADHD
P4_P7_theta_connectivity,channel,theta,P4,P7,61,60,-0.1252377582787185,-0.11386225926927172,-0.011375499009446774,-0.1176142124804816,-0.06425156274452885,-0.13391732777067433,-0.12339459131421181,1773.0,0.7695989800677323,-0.04390450845429793,0.04390450845429793,-0.031147540983606503,0.031147540983606503,0.8872446840271309,0.8876993294541803,0.9230270609717052,False,False,False,False,Control > ADHD
Fp1_Fz_beta_connectivity,channel,beta,Fp1,Fz,61,60,0.34677644233298466,0.33760824015109325,0.009168202181891405,0.3780602400135226,0.3313015686698422,0.37898060248440896,0.36896470037414014,1938.0,0.57733160440039,0.04272227110134561,0.04272227110134561,0.05901639344262288,0.05901639344262288,0.7585990591395324,0.7594131104035899,0.6494980549504388,False,False,False,False,ADHD > Control
Fp1_F8_theta_connectivity,channel,theta,Fp1,F8,61,60,-0.002040311439646036,0.010468602564293442,-0.012508914003939478,0.0464230811111513,0.06365375268745695,-0.00795795175795652,0.006694068637279088,1721.0,0.5737953620316197,-0.04266440611200445,0.04266440611200445,-0.059562841530054644,0.059562841530054644,0.758080003851994,0.7591412526685258,0.7725906055701336,False,False,False,False,Control > ADHD
P4_O2_beta_connectivity,channel,beta,P4,O2,61,60,0.5258333691926511,0.4964636725799419,0.029369696612709217,0.5362272225811724,0.43786249665219834,0.6249160108689418,0.6105054256452538,2030.0,0.3010331782775647,0.042545659877051493,0.042545659877051493,0.1092896174863387,0.1092896174863387,0.5328802471221439,0.5293231206731472,0.3785049520989968,False,False,False,False,ADHD > Control
